"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 5:44:24 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,"Prey of Butterfish"

year\group,"Pink shrimp","Brown shrimp","White shrimp","Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus,
1980,0.001851721,0.0004889963,0.002912166,0.2287352,0.1018769,0.3153233,0.09843773,0.05232544,0.04969534,0.06537487,0.0829782
1981,0.001613927,0.0003841468,0.002549671,0.2385184,0.1158016,0.2046557,0.1145489,0.05560101,0.05671436,0.1166419,0.09297027
1982,0.001378182,0.0003122751,0.002067714,0.1819689,0.1118427,0.3194506,0.1060927,0.04795929,0.04503472,0.1059383,0.07795461
1983,0.001580493,0.0003980565,0.002321698,0.1826419,0.09102307,0.3778044,0.09429225,0.05518198,0.03990578,0.08033735,0.07451294
1984,0.001734807,0.00037789,0.00259083,0.2130278,0.1193025,0.2301655,0.1222694,0.05808861,0.04653892,0.1163196,0.0895842
1985,0.001573228,0.0003680147,0.002292533,0.185553,0.1082564,0.3080026,0.1111392,0.05355095,0.04497794,0.1018517,0.08243431
1986,0.001522499,0.0003780948,0.002204938,0.1681759,0.1070864,0.322065,0.1108817,0.05397164,0.04595071,0.1039873,0.08377573
1987,0.001718298,0.00033202,0.00243368,0.180963,0.1175097,0.323595,0.111935,0.04669135,0.0481254,0.08595578,0.08074092
1988,0.001804413,0.0003084287,0.002568033,0.1961919,0.1114332,0.3078736,0.1083919,0.05263727,0.045727,0.0919724,0.08109181
1989,0.001426274,0.0001757935,0.002078322,0.132368,0.1026107,0.3755019,0.1094555,0.05259506,0.03955034,0.105051,0.07918707
1990,0.001578665,0.0001443329,0.002233517,0.1306408,0.1183133,0.309121,0.1235951,0.05556884,0.0478741,0.1229478,0.08798245
1991,0.001708916,0.000265443,0.002369671,0.1199745,0.1078591,0.369813,0.1134159,0.05627252,0.04479796,0.100356,0.08316703
1992,0.001726244,0.0003839624,0.002448536,0.1155947,0.1038727,0.3623585,0.1124322,0.05938173,0.0524714,0.09893068,0.09039939
1993,0.001582528,0.0003186919,0.002270397,0.09888446,0.1150644,0.3646247,0.120678,0.05419092,0.04459446,0.1121861,0.08560535
1994,0.001820065,0.0003609753,0.002533284,0.1036318,0.1118167,0.3723615,0.1194881,0.05641449,0.04839947,0.09611505,0.08705846
1995,0.001816367,0.0004063319,0.002690213,0.1034265,0.1013488,0.3916518,0.1096824,0.06159298,0.0496379,0.08877037,0.08897629
1996,0.001749367,0.0003995798,0.002716215,0.1109165,0.1299169,0.2674708,0.1348505,0.06180435,0.05600132,0.1337,0.1004744
