"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 5:44:24 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,"Prey of Oceanic planktivores"

year\group,"Oceanic planktivores",Cephalopod,"Pink shrimp","Brown shrimp","White shrimp","Mobile epifauna",Zooplankton,Infauna,
1980,0.0003321561,0.1685594,0.002419107,0.0004033289,0.005765058,0.1873436,0.406218,0.1508487
1981,0.0003682558,0.1075874,0.002480759,0.0003726029,0.005955166,0.2469118,0.2902024,0.2438214
1982,0.0002179861,0.04906036,0.001796662,0.0002569436,0.004083723,0.2165593,0.4265407,0.2266482
1983,0.0002131167,0.09930723,0.001956375,0.0003100821,0.004356701,0.175479,0.4984159,0.1611435
1984,0.0002480875,0.08625156,0.002233126,0.0003077197,0.005055251,0.2455679,0.3260364,0.2516091
1985,0.00020061,0.05389934,0.001935233,0.0002850227,0.004272704,0.220521,0.428178,0.2226012
1986,0.0001739881,0.04442404,0.001813509,0.0002842428,0.003979436,0.2167624,0.4484968,0.2225222
1987,0.0002087532,0.06319506,0.001926178,0.000234397,0.004133674,0.2254554,0.4261754,0.2068114
1988,0.0002238296,0.09191865,0.002082352,0.0002233974,0.004502032,0.221011,0.4150681,0.194683
1989,0.0001391822,0.05183968,0.001506414,0.0001178212,0.003330765,0.1928098,0.4826017,0.2139291
1990,0.000162944,0.0474776,0.001693477,9.744302E-05,0.003631918,0.2264751,0.4042754,0.250511
1991,0.0001691038,0.05539746,0.001818139,0.0001768713,0.003820455,0.2017518,0.4750762,0.2028482
1992,0.0001652174,0.06115713,0.001895931,0.0002653668,0.004073275,0.1999335,0.4792329,0.1980989
1993,0.000151065,0.04983045,0.001584533,0.0002014396,0.003442418,0.2060506,0.4505515,0.2273341
1994,0.000189792,0.06497408,0.001895623,0.0002367935,0.003997664,0.2023489,0.46478,0.1987436
1995,0.0001777927,0.09371086,0.001920764,0.0002707176,0.0043073,0.1838639,0.4907674,0.1716027
1996,0.0001878593,0.0781099,0.00185759,0.0002675568,0.004369539,0.2420951,0.3425354,0.2586251
1997,0.0001669834,0.06197721,0.001708678,0.0002621581,0.003821373,0.1989754,0.476051,0.1983738
1998,0.0001652661,0.07831942,0.001748686,0.0002392775,0.004021468,0.1843062,0.4961669,0.1824006
1999,0.0002154554,0.1315365,0.002306239,0.0003219786,0.005126325,0.2167093,0.3947992,0.1831722
2000,0.0002016299,0.09519976,0.002361858,0.0003148532,0.005266063,0.2408155,0.3763438,0.2161302
2001,0.0001380327,0.058201,0.001823309,0.0002450968,0.004055026,0.233804,0.4156441,0.2305766
2002,0.0001453267,0.06545419,0.001781907,0.0002295687,0.003888354,0.2000338,0.4853166,0.1922737
2003,0.0001614945,0.08975031,0.002047202,0.0002682469,0.004491832,0.2022504,0.4663564,0.1836181
2004,0.0001606663,0.07449481,0.001978142,0.0003107838,0.00431685,0.2308289,0.4008325,0.2272678
2005,0.0002059041,0.1309838,0.002498641,0.0004960606,0.005512634,0.2283133,0.3936824,0.1766219
2006,0.0001607826,0.09080431,0.002282261,0.0004643638,0.005310274,0.2308126,0.421089,0.1980555
2007,0.0001439644,0.07712015,0.002085356,0.0005033982,0.004660821,0.2521201,0.3865414,0.2198597
2008,0.0001213601,0.04739055,0.001768302,0.0004492372,0.003862188,0.228072,0.4382972,0.2299459
2009,0.0001285573,0.05722401,0.00193758,0.0004940801,0.00424625,0.2105513,0.483687,0.1960831
2010,0.0001782574,0.1389405,0.002531268,0.0006998419,0.005730808,0.2263634,0.3991894,0.1723003
2011,0.0001678567,0.08955437,0.002606583,0.0006962633,0.005996227,0.2796922,0.3287856,0.2343244
2012,0.0002064822,0.1216208,0.00303751,0.0007652825,0.006935934,0.3270162,0.2668587,0.2040914
2013,0.0001101013,0.04791865,0.001998472,0.0005251449,0.004603059,0.2789644,0.3628313,0.2560277
2014,0.0001253185,0.05657398,0.002257296,0.0005507602,0.00508526,0.2814502,0.3826968,0.2226085
2015,0.0001167867,0.0522382,0.002026555,0.0004911313,0.004598033,0.2628507,0.4172969,0.2140918
2016,0.0001739986,0.2229263,0.00292077,0.0007259575,0.007173738,0.2263726,0.3628818,0.1327038
